Part#,Product#,Product Line,Status,Standard,Non Standard,Sample,Details 1,Details 2
BA21048,BA210,Omnitrol Spare Parts,TBD,,,,,GROUND LEVEL CHECKER ASSY
9406-24200-6B,9406-,Spare Parts-MG,TBD,,,,,"2"" P-PAL STEM DER411 7.0"""
9424-10901,9424-,Spare Parts-MG,TBD,,,,,"10""FREE VENT AL/BASE&HOOD"
9464-12453,9464-,Spare Parts-MG,TBD,,,,,"6"" BACK-UP DISC .010""PTFE"
9631-11733,9631-,Spare Parts-MG,TBD,,,,,"HANDLE 10-12-14"""
9402-19132,9402-,Spare Parts-MG,TBD,,,,,"4""DIAP/AG VITON F/SS/PAL"
852864-002,85286,Spare Parts-MG,TBD,,,,,"6"" PRESS SEAT GASKET GPTF"
A11-76,A11-7,Spare Parts-MG,TBD,,,,,SHAFT
9402-16410,9402-,Spare Parts-MG,TBD,,,,,"8"" OV PRESPAL STEM 8.25""L"
248-25,248-2,Spare Parts-MG,TBD,,,,,"6""FF 125# FLANGE GASKET N"
575-603,575-6,Spare Parts-MG,TBD,,,,,SS PERF TAPE 66 FT TANK
851445-002,85144,Spare Parts-MG,TBD,,,,,"3"" SPACER DISC 539 CORK"
SP608-B-10,SP608,Spare Parts-MG,TBD,,,,,GORE-TEX GASKET 10 FT. LO
SP519A-DX,SP519,Spare Parts-MG,TBD,,,,,O-RING #2-261 TEFLON
9451-11363,9451-,Spare Parts-MG,TBD,,,,,"10"" BACK-UP DISC .025""VIT"
638013,63801,Spare Parts-MG,TBD,,,,,SELECTR 2POS 22MM PNL 1NO
811868,81186,L&J Spare Parts,TBD,,,,,ASSY-AA 8 BATT WELDED
92302-195400,92302,Automatic Tank Gauges,Standard,92302-195400,,,NoKit,LLI AL BD(4) METRIC 9.48M
680-677-1063,680-6,Spare Parts-MG,TBD,,,,,PRS/RPL/LD/WGHTS FOR FF17
117-5-110,117-5,Spare Parts-MG,TBD,,,,,3/32 316 WIRE 110 FT.
9716-10010,9716-,Spare Parts-MG,TBD,,,,,FUSE PLUG 255F 1/2DIAX7/1
9411-10920,9411-,Spare Parts-MG,TBD,,,,,"12"" VACUUM SEAT GASKET N-"
122410-P-UD0440,12241,Spare Parts-MG,TBD,,,,,TEMP CONTROL PROGRAM UD04
94020P-0501011,94020,Pressure / Vacuum Vents,TBD,,,,,"8""PRES/PAL/ASY AL SP/STD"
9411-10215,9411-,Spare Parts-MG,TBD,,,,,"3""DIAPHRAGM .10 PTFE <550"
92302-181900,92302,Automatic Tank Gauges,Standard,92302-181900,,,NoKit,"LLI AL BOARDS 23'3""HT NO"
810578,81057,L&J Spare Parts,TBD,,,,,"DIPLACR KIT,1.5""NYL,SING,"
9402-18800,9402-,Spare Parts-MG,TBD,,,,,"12"" AIR GROOVE PALLET 316"
9715-10392-N,9715-,Spare Parts-MG,TBD,,,,,"SPRING 20""FL|9.6#R|CTD 17"
9430-12249,9430-,Spare Parts-MG,TBD,,,,,"16"" HFA T/B GASKET KLINGE"
9411-10910,9411-,Spare Parts-MG,TBD,,,,,"12""VACUUM COVER GASKET N8"
9402-20941,9402-,Spare Parts-MG,TBD,,,,,"BACK-UP DISC .062""GPTFE/4"
9430-11890,9430-,Spare Parts-MG,TBD,,,,,"4""FF TOP+BOT BODY ALUM"
634-642,634-6,Spare Parts-MG,TBD,,,,,"20"" ALUM PALL GUIDE .38#"
575195,57519,L&J Spare Parts,TBD,,,,,"2"" DISPLACER-SERVO GAGE T"
9427-10600,9427-,Spare Parts-MG,TBD,,,,,"FILTER 1/4""NPT AL/ZINC 30"
95021-XX0101001,95021,Gauge Hatches,SP,,SP,#VALUE!,Screw Down / Standard No Lock,CONVERT/KIT AL FR/UNCLAMP
9421-11130,9421-,Spare Parts-MG,TBD,,,,,"16"" XPAND-O-SEAL BACKUP D"
9402-18705,9402-,Spare Parts-MG,TBD,,,,,"6"" A/G DIAPHRAGM .010""PFA"
9430-12241,9430-,Spare Parts-MG,TBD,,,,,"2"" HFA T/B GASKET 1/16 KL"
121246,12124,L&J Spare Parts,TBD,,,,,COAX 60' N-MALE>RPSMA-MAL
438109,43810,In-House Repair,TBD,,,,,REPAIR 820062  FIC CARD
438128,43812,In-House Repair,TBD,,,,,REPAIR VAREC 4W SNG BD
508101 (I90001A,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
508101 ZH90031A,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
508104 &B90031A,50810,In-House Repairs,TBD,,,,,IHPR SERV 942XX EMERGENCY
508106 (A09911A,50810,In-House Repairs,TBD,,,,,IHPR 94270 TNK BLNKTNG VL
9440-10267,9440-,Spare Parts-MG,TBD,,,,,"4""FF/AL 94406 BODY MACH I"
9715-10231,9715-,Spare Parts-MG,TBD,,,,,"SPRING 20#,20""L,4.5""SH,SS"
9731-14310,9731-,Spare Parts-MG,TBD,,,,,THERMOCOUPLE KIT XJ1992
LA233-1437,LA233,Spare Parts-MG,TBD,,,,,"24"" CLAMP RING 316SS 4.8#"
9715-10562,9715-,Spare Parts-MG,TBD,,,,,"6"" SWIVEL STEM 17-4 PH 10"
851370-004,85137,Spare Parts-MG,TBD,,,,,"VAC COVER GASKET - 6"""
9402-15521-1,9402-,Spare Parts-MG,TBD,,,,,"2"" S/L DIAPHRAGM .010""FEP"
9731-11990,9731-,Spare Parts-MG,TBD,,,,,"THMCPL 15""L 600 FE 2200HT"
9202-10890,9202-,Spare Parts-MG,TBD,,,,,DEC/FT WHEEL ASSEMBLY-OUT
9402-17244,9402-,Spare Parts-MG,TBD,,,,,"4"" XOS-DIAP .010""PFA TEFL"
9406-24200-7B,9406-,Spare Parts-MG,TBD,,,,,"2"" V-PAL STEM DER411 4""LG"
94020P-0108031,94020,Pressure / Vacuum Vents,TBD,,,,,"2""VAC/PAL/ASY SP>STD<5""WC"
9631-11890,9631-,Spare Parts-MG,TBD,,,,,"SEAT DISC 6-8-10-12-14"" G"
680-677-1164,680-6,Spare Parts-MG,TBD,,,,,PRES/RPL/WGHT XB1990 01
9730-15162,9730-,Spare Parts-MG,TBD,,,,,97300 IGN REPAIR KIT 180D
121102,12110,L&J Spare Parts,TBD,,,,,ANT 0.9G 2.0DBI SWVL/PIG
851185-004,85118,Spare Parts-MG,TBD,,,,,"6"" PHENOLIC SEAT-DUREZ 55"
9730-12381,9730-,Spare Parts-MG,TBD,,,,,"THMWEL 1/2""NPT 9.25""L 600"
95021-011201,95021,Gauge Hatches,Standard,95021-04A210,,,"Quick Clamp / Aluminum / 4"" / ANSI-FF 150 lb. Bolted / Standard No Lock","4""FF ANSI G/H Q'CLMP ALUM"
680-677-1116-53,680-6,Spare Parts-MG,TBD,,,,,"IN/WT 1""WC|6""94020-XOS;R-"
851786-028,85178,Spare Parts-MG,TBD,,,,,"12"" BUNA""N"" DIAPHRAGM"
LA223-944,LA223,Spare Parts-MG,TBD,,,,,"20""94210 DIAPH SPACER GPT"
94020P-0203031,94020,Pressure / Vacuum Vents,TBD,,,,,"3""AL PRESS PALL ASSY SP<2"
9402-17230,9402-,Spare Parts-MG,TBD,,,,,"3""DIAPHRAGM .005 FEP"
680-677-1030,680-6,Spare Parts-MG,TBD,,,,,REPL/ARM/ADD/WEIGHTS XA11
9410-10600,9410-,Spare Parts-MG,TBD,,,,,SEAT RING CLAMP STEEL
9631-11720,9631-,Spare Parts-MG,TBD,,,,,"PACKING NUT 6-8-10-12-14"""
122088,12208,Spare Parts-MG,TBD,,,,,CKT BKR 240V 10A 1P DIN B
9712-12811,9712-,Spare Parts-MG,TBD,,,,,125G COND/ACC GASKET 40D
117-5-396,117-5,Spare Parts-MG,TBD,,,,,3/32 316SS WIRE 396 FT.
9713-10400,9713-,Spare Parts-MG,TBD,,,,,"3/8"" NPTF BRASS FLOW SIGH"
94241-0613,94241,Pressure / Vacuum Vents,Standard,94241-06311,,,"4"" 125 lb. FF Flange / Steel / 316 SS / Stainless Steel / Galvanized Steel","4""F/V STL BASE|316 HOOD|S"
852859-002,85285,Spare Parts-MG,TBD,,,,,"2""PRESS SEAT GASKET GPTFE"
9422-10412,9422-,Spare Parts-MG,TBD,,,,,"20""VAC DIAPH MAJ .010 TEF"
9464-13154,9464-,Spare Parts-MG,TBD,,,,,"12"" RETAINER SPACER .094"""
9905-10300,9905-,Spare Parts-MG,TBD,,,,,ADAPT ASSEMBLY - 92020/92
9402-17435,9402-,Spare Parts-MG,TBD,,,,,"SPACER DISC XOS .031""VITO"
9202-14300,9202-,Spare Parts-MG,TBD,,,,,"CHECKER KNOB, PLASTIC"
9411-16260,9411-,Spare Parts-MG,TBD,,,,,MAGNET NEODYM 3X2X1 253.3
578-521,578-5,Spare Parts-MG,TBD,,,,,OPERATING PAN ALUM
690-2954,690-2,Spare Parts-MG,TBD,,,,,FLOAT STEM HEAD C ALUM
9718-10601,9718-,Spare Parts-MG,TBD,,,,,"8-12"" FOAM/SEP GASKET NEO"
9410-11140,9410-,Spare Parts-MG,TBD,,,,,"6"" SEAT RING ALUM.6061-T6"
LA246-627,LA246,Spare Parts-MG,TBD,,,,,FLANGE BEARING BRONZE
LA223-897-3,LA223,Spare Parts-MG,TBD,,,,,"24""INNER DISK XOS 1/16""TE"
SP381-C,SP381,Spare Parts-MG,TBD,,,,,"3/16"" RETAINING RING PH15"
SP76-QJ,SP76-,Spare Parts-MG,TBD,,,,,O-RING BUNA-N #2-264/7.48
680-677-1116-58,680-6,Spare Parts-MG,TBD,,,,,"IN/WT 1/4""WC|3""94020-XOS;"
9431-10830,9431-,Spare Parts-MG,TBD,,,,,"FIBER GASKET, 2""(X4"")DFA"
9411-10619,9411-,Spare Parts-MG,TBD,,,,,"8"" DIAPHRAGM 1/32 BUNA"
509-826,509-8,Spare Parts-MG,TBD,,,,,BRACKET F/MTL BDS STEEL
9427-10414,9427-,Spare Parts-MG,TBD,,,,,"DIAPHRAGM-TEFLON,.005 THK"
9502-11516,9502-,Spare Parts-MG,TBD,,,,,"8"" 316SS SEAL RING RETAIN"
851786-029,85178,Spare Parts-MG,TBD,,,,,"2""DIAPHRGM .005 F/HIGH TM"
121250-P-NK1820,12125,Spare Parts-MG,TBD,,,,,TEMP CTRL PROGMMED FOR NK
9730-15161,9730-,Spare Parts-MG,TBD,,,,,97300 IGN REPAIR KIT 90DE
9402-25410-08,9402-,Spare Parts-MG,TBD,,,,,"4-1/2""OD 316SS WEIGHT; 1/"
9430-11684,9430-,Spare Parts-MG,TBD,,,,,"8"" T/B GSKT 1/16"" KLINGER"
SP519N-QL,SP519,Spare Parts-MG,TBD,,,,,O-RING NEOPRENE #2-110
566-699-1,566-6,Spare Parts-MG,TBD,,,,,"20""94210 GPTFE     SPACER"
9406-26004-1,9406-,Spare Parts-MG,TBD,,,,,"6""DIAP TEF|8.812""OD|.5""H|"
SP518-DP,SP518,Spare Parts-MG,TBD,,,,,"O-RING BUNA #2-255/5.609"""
9402-13500,9402-,Spare Parts-MG,TBD,,,,,"6"" 94020 18-8SS HOOD MACH"
226-32,226-3,Spare Parts-MG,TBD,,,,,1/2-20 HEX JAM NUT 304SS
9411-10382,9411-,Spare Parts-MG,TBD,,,,,"4"" PRESS COVER GASKET GPT"
9414-11108,9414-,Spare Parts-MG,TBD,,,,,"3""DIAPHRAGM .010 FEP"
9430-11991,9430-,Spare Parts-MG,TBD,,,,,"3/4-10 X 9.25""L F/A STUD"
4381172,43811,In-House Repair,TBD,,,,,REPAIR MCG3280
LA220-3550-C,LA220,Spare Parts-MG,TBD,,,,,#8 SAE PLAIN WASHER GPTFE
241-53,241-5,Spare Parts-MG,TBD,,,,,5/16 WASH TYPE-B REG 316
759381-130,75938,L&J Spare Parts,TBD,,,,,SRV CABLE-316SS .012DIA 1
226-15,226-1,Spare Parts-MG,TBD,,,,,SPEED NUT SS
9202-10880,9202-,Spare Parts-MG,TBD,,,,,INCH WHEEL ASS'Y OUTAGE
9464-11520,9464-,Spare Parts-MG,TBD,,,,,"2""MAIN BODY DIAPHGRAM .00"
851508-003,85150,Spare Parts-MG,TBD,,,,,"10""OV PRESPAL SIDE GUIDE"
851810-0031,85181,Spare Parts-MG,TBD,,,,,"4""CV COVER GASKET 1/32 VI"
9202-12240,9202-,Spare Parts-MG,TBD,,,,,INNER MAGNET SHAFT ASSY
508101 (L90062A,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
9464-12384,9464-,Spare Parts-MG,TBD,,,,,"8"" PALLET DIAPHGRAM .010"""
9631-11710,9631-,Spare Parts-MG,TBD,,,,,"PACKING NUT 4"""
575553,57555,L&J Spare Parts,TBD,,,,,"FLOAT-316,2""ODX2.6L,.65SG"
9464-11564,9464-,Spare Parts-MG,TBD,,,,,"8"" PALLET DIAP .010""FEP"
9406-26000-1,9406-,Spare Parts-MG,TBD,,,,,"2""DIAP FEP 2242|3.86""OD|."
95021-XX0201001,95021,Gauge Hatches,SP,,SP,#VALUE!,Quick Clamp / Standard No Lock,CONV/KIT UNCLP AL+QK/CLP
101-6,101-6,Spare Parts-MG,TBD,,,,,"SASH CHAIN-SIZE#25,302SS,"
9420-10740,9420-,Spare Parts-MG,TBD,,,,,"24""EMER VNT ALUM PAL GUID"
9731-11989,9731-,Spare Parts-MG,TBD,,,,,"THMCPL 12""L 600 FE 2200HT"
SP519B-DC,SP519,Spare Parts-MG,TBD,,,,,O-RING #2-244 TEF ENCAP S
SP518-QY,SP518,Spare Parts-MG,TBD,,,,,"13""ID #279 O-RING BUNA-N"
LD258-1167,LD258,Spare Parts-MG,TBD,,,,,SPEC TAPE & CABLE ASY F/6
9420-10510,9420-,Spare Parts-MG,TBD,,,,,"PALLET GUIDE, ALUM .43#"
538403,53840,L&J Spare Parts,TBD,,,,,DRUM BEARING-MCG 1500
248-5-1,248-5,Spare Parts-MG,TBD,,,,,"12""FLG GASKET GPTFE"
9716-11110,9716-,Spare Parts-MG,TBD,,,,,"CLEAR WINDOW LEXAN 1/4""TH"
9402-17050,9402-,Spare Parts-MG,TBD,,,,,"6""RING XOS 316SS DRV SCW"
3002,3002,Docs - Engineering,TBD,,,,,"FINAL ""BUBBLE"" ITEM DRAWI"
4361   ZH705502,4361,Inventory Management,TBD,,,,,SOFTWARE-UPGRADE/MAINTENA
508101 (G90061,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
680-677-6027,680-6,Spare Parts-MG,TBD,,,,,REPL 316/WGT (E2300/03 12
92302-18352A028,92302,Automatic Tank Gauges,Standard,92302-18352A028,,,NoKit,LLI AL/BRDS 0-16' F/(J074
9718-10830,9718-,Spare Parts-MG,TBD,,,,,"28 1/4""OD 1/8""T GASKET NE"
9202-14640,9202-,Spare Parts-MG,TBD,,,,,ACCUTRAK90 ASSY F/VAR 250
9463-23036,9463-,Spare Parts-MG,TBD,,,,,"PALLET VITON .008"""
9411-10400,9411-,Spare Parts-MG,TBD,,,,,"4""VAC SEAT GASKET 1/32""N-"
680-677-6004,680-6,Spare Parts-MG,TBD,,,,,PRS/FRP/REPL/WGHTS WE0020
9422-10501,9422-,Spare Parts-MG,TBD,,,,,"20"" VENT COVER 316SS"
9464-11113,9464-,Spare Parts-MG,TBD,,,,,POPPET SEAT DISC KALREZ 1
810406,81040,L&J Spare Parts,TBD,,,,,ASSY GAS STATION LCD DISP
9420-10801,9420-,Spare Parts-MG,TBD,,,,,"20"" 94200 316SS PALLET 4."
9421-14649,9421-,Spare Parts-MG,TBD,,,,,"16"" DIAPHRM ""F"".010""PFA 5"
LA220-2076-5,LA220,Spare Parts-MG,TBD,,,,,"8""BRTH VLV VITON DIAPHRAG"
248-51,248-5,Spare Parts-MG,TBD,,,,,"12""FLG GASKET GPTFE"
9422-11830,9422-,Spare Parts-MG,TBD,,,,,"18"" DIAPHRAGM .010""FEP"
9404-14307,9404-,Spare Parts-MG,TBD,,,,,"SPRING 2.19""MD,5""L,30# 30"
586-709-3,586-7,Spare Parts-MG,TBD,,,,,"16""94200 BACK-UP DISC TN-"
9420-12500,9420-,Spare Parts-MG,TBD,,,,,"20"" A/G DIAPHRAGM .010""FE"
851370-005,85137,Spare Parts-MG,TBD,,,,,"VAC COVER GASKET - 8"""
570019,57001,L&J Spare Parts,TBD,,,,,O-RING(JOHX2) NBR F/MCG20
SP76-DS,SP76-,Spare Parts-MG,TBD,,,,,O-RING BUNA-N #2-257/5.85
248-38,248-3,Spare Parts-MG,TBD,,,,,"6"" X 125# GASKET GPTFE"
9713-10651,9713-,Spare Parts-MG,TBD,,,,,"10""LOAD SPRING/SS 3.3#/FL"
SP547-LB,SP547,Spare Parts-MG,TBD,,,,,O-RING #2-016 KALREZ #707
SP76L-TY,SP76L,Spare Parts-MG,TBD,,,,,O-RING BUNA #2-382 40/50D
9402-15330,9402-,Spare Parts-MG,TBD,,,,,"6""/12"" STANDOFF EXPO/SL 1"
9411-10390,9411-,Spare Parts-MG,TBD,,,,,"4"" VAC CVR GASKET 1/16""N-"
9202-11550,9202-,Spare Parts-MG,TBD,,,,,SS CHECKER SPRING
680-677-2081,680-6,Spare Parts-MG,TBD,,,,,P-RPL WGT LEAD YF162002 2
SP519N-WK,SP519,Spare Parts-MG,TBD,,,,,O-RING NEOPRENE #2-475 25
SP76-DE,SP76-,Spare Parts-MG,TBD,,,,,O-RING #2-218 BUNA-N/PTFE
9202-13030,9202-,Spare Parts-MG,TBD,,,,,GASKET HSG WINDOW NC-710
851106-003,85110,Spare Parts-MG,TBD,,,,,"10""OV PRESPAL STEM 10.88"""
9430-13572,9430-,Spare Parts-MG,TBD,,,,,"GASKET F/4""FA FLOUROGOLD"
680-677-2057,680-6,Spare Parts-MG,TBD,,,,,VAC/RPL/WGHT/PVC/LEAD VE1
851508-004,85150,Spare Parts-MG,TBD,,,,,"12""OV PAL SIDE GUIDE ""A"""
SP608-A-100,SP608,Spare Parts-MG,TBD,,,,,"1/8"" GOR-TEX 100FT LONG"
SP608-A,SP608,Spare Parts-MG,TBD,,,,,"MF801-0125 1/8""WIDE GORE-"
728114,72811,L&J Spare Parts,TBD,,,,,IHPR   MT851 / MR851
9402-17352,9402-,Spare Parts-MG,TBD,,,,,"12""BACK UP DISC XOS VITON"
9422-10410,9422-,Spare Parts-MG,TBD,,,,,"20"" VAC DIAPH MAJOR .010"
9202-12660,9202-,Spare Parts-MG,TBD,,,,,COVER GASKET
680-677-1159,680-6,Spare Parts-MG,TBD,,,,,INCR/PRS/LEAD/WGHT  YI150
248-47,248-4,,TBD,,,,,"12""RF RING GASKET BUNA"
9719-10400-2,9719-,Spare Parts-MG,TBD,,,,,V-PACKING 1-1/8X1-5/8 PTF
LA240-1672,LA240,Spare Parts-MG,TBD,,,,,BELLEVILLE WASHER .255IDX
9411-10876,9411-,Spare Parts-MG,TBD,,,,,"12"" DIAPHGRAM .010""PFA"
SP519B-DP,SP519,Spare Parts-MG,TBD,,,,,#2-255 TEF ENCAP SI 70D O
9430-12242,9430-,Spare Parts-MG,TBD,,,,,"3"" HFA T/B GASKET 1/16 KL"
9411-10921,9411-,Spare Parts-MG,TBD,,,,,"12""VAC SEAT GASKET GPTFE"
9464-11273-1,9464-,Spare Parts-MG,TBD,,,,,"6"" PALLET DIAPHRAGM .025"""
SP115-L,SP115,Spare Parts-MG,TBD,,,,,"O-RING #2-010/.239""ID EPD"
408132 ZC90061,40813,In-House Repairs,TBD,,,,,IHPR MISC. HYD. PART
508101 &F06711A,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
508101 (D90031A,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
508101 WE14011D,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
508101 ZE90091,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
508106 (L900001,50810,In-House Repairs,TBD,,,,,IHPR 94270 TNK BLNKTNG VL
608101 ZC90041A,60810,In-House Repairs,TBD,,,,,IHPR SER92020/92021 LVL G
LA223-954,LA223,Spare Parts-MG,TBD,,,,,"24""94210 TEFLON BACK-UP D"
5730303000-10,57303,Spare Parts-MG,TBD,,,,,"2"" S/L PALLET 3""OD 316SS"
9402-15764,9402-,Spare Parts-MG,TBD,,,,,"8""BACK-UP DISC,EXPO,VITON"
9202-14558,9202-,Spare Parts-MG,TBD,,,,,CABLE ASSY-ALL SS-70'-F/9
544034,54403,L&J Spare Parts,TBD,,,,,O-RING BUNA #2-158/4.737
9421-14230-4,9421-,Spare Parts-MG,TBD,,,,,"24"" 94210 INCR WGT 1""WC;"
530-511,530-5,Spare Parts-MG,TBD,,,,,"GASKET, COVER - N8090"
9411-10141,9411-,Spare Parts-MG,TBD,,,,,"2""VAC CVR GSKT F/HIGH TEM"
241-110,241-1,Spare Parts-MG,TBD,,,,,"3/8""WASHER .406""ID,1.63""O"
851109-011,85110,Spare Parts-MG,TBD,,,,,"6"" RET PLATE 316SS  4.3OZ"
9712-11450,9712-,Spare Parts-MG,TBD,,,,,"3""/4""/6"" COVER GASKET BUN"
9426-10900,9426-,Spare Parts-MG,TBD,,,,,"2"" UPPER/LOWER STEM ASSY"
9426-10901,9426-,Spare Parts-MG,TBD,,,,,"3"" UPPER/LOWER STEM ASSY"
9426-10902,9426-,Spare Parts-MG,TBD,,,,,"4"" UPPER/LOWER STEM ASSY"
9426-10903,9426-,Spare Parts-MG,TBD,,,,,"6"" UPPER/LOWER STEM ASSY"
SP76-YB,SP76-,Spare Parts-MG,TBD,,,,,O-RING BUNA #2-274/ID-9.9
575-738,575-7,Spare Parts-MG,TBD,,,,,TAPE FT MAR GAGE 80FT
728127,72812,L&J Spare Parts,TBD,,,,,IHPR   KHD PROBE
9411-10771,9411-,Spare Parts-MG,TBD,,,,,"10"" PRESS COVER GASKET GP"
LA233-1811-3,LA233,Spare Parts-MG,TBD,,,,,"24"" PALLET STL 1.031""C/H"
9404-11971,9404-,Spare Parts-MG,TBD,,,,,"4"" DIAPHRAGM .010 FEP TEF"
248-5,248-5,Spare Parts-MG,TBD,,,,,"12""ANSI 125# FLG.GASKET N"
SP519B-RA,SP519,Spare Parts-MG,TBD,,,,,O-RING #2-281 TEF ENCAP S
408132 ZF90101A,40813,In-House Repairs,TBD,,,,,IHPR MISC. HYD. PART
680-677-1046,680-6,Spare Parts-MG,TBD,,,,,REPL/INCR/WGHTS FOR YL057
851787-001,85178,Spare Parts-MG,TBD,,,,,"2"" VAC CVR GASKET N-8090"
851786-015,85178,Spare Parts-MG,TBD,,,,,"2"" DIAPHRAGM/FAIRPRENE .0"
D42235-1,D4223,"Delavan Spare Parts (110,220,320)",TBD,,,,,4X ENCL ASSY SONAC220 NO
5088,5088,,TBD,,,,,MINIMUM BILLING-TANK FITT
9402-17302,9402-,Spare Parts-MG,TBD,,,,,"3""BACK UP DISC XOS 1/32"""
9402-18881,9402-,Spare Parts-MG,TBD,,,,,"8"" A/G DIAPHRRAGM SS .010"
680-677-1114,680-6,Spare Parts-MG,TBD,,,,,PRS/LD/RPL/WGHT PER 6E150
680-677-1190,680-6,Spare Parts-MG,TBD,,,,,LEAD RPL/PRS/WGHT F/SO#ZF
680-677-1191,680-6,Spare Parts-MG,TBD,,,,,LEAD RPL/VAC/WGHT F/SO#ZF
9402-18600,9402-,Spare Parts-MG,TBD,,,,,"3"" B/V HOOD DRILLED, 316S"
9716-11741,9716-,Spare Parts-MG,TBD,,,,,"8"" SPRING 13.5""FL|17.5# 1"
9411-10617,9411-,Spare Parts-MG,TBD,,,,,"8"" VAC DIAPHRAGM EPDM"
9402-15681,9402-,Spare Parts-MG,TBD,,,,,"2"" SEAT SANDED RYTON"
SP1021-DA,SP102,Spare Parts-MG,TBD,,,,,O RING
9502-11556,9502-,Spare Parts-MG,TBD,,,,,"8"" BACK-UP DISC 1/16 GPTF"
9411-11460,9411-,Spare Parts-MG,TBD,,,,,"8"" SVR SVC PAL SPCR DISC"
9411-11620,9411-,Spare Parts-MG,TBD,,,,,"10""VAC COVER ASSY ALUM 60"
LA240-2448,LA240,Spare Parts-MG,TBD,,,,,SEAL
9421-12751,9421-,Spare Parts-MG,TBD,,,,,"36"" XOS DIAPHRAGM FEP .02"
9202-14680-200,9202-,Spare Parts-MG,TBD,,,,,7X7 STRAND 200 FT
9402-18693,9402-,Spare Parts-MG,TBD,,,,,"4""DIAPH/ALUM AIR GROVE .0"
LA220-4134-3,LA220,Spare Parts-MG,TBD,,,,,"6"" VAC STEM GUIDE A312-31"
9402-10560-8,9402-,Spare Parts-MG,TBD,,,,,"60"" TAPE,9402-10560, F/8-"
208-211,208-2,Spare Parts-MG,TBD,,,,,1.5-12 UNF JAM NUT A194-8
463002,46300,L&J Spare Parts,TBD,,,,,3/64 OVAL COMPRESS SLEEVE
9422-10413,9422-,Spare Parts-MG,TBD,,,,,"20""VAC DIAP MAJ .010 500D"
9411-10380,9411-,Spare Parts-MG,TBD,,,,,"4""PRESSURE COVER GASKET N"
9464-12454,9464-,Spare Parts-MG,TBD,,,,,"8""DIAP BACK-UP DISC PTFE"
9715-10151,9715-,Spare Parts-MG,TBD,,,,,"10"" SWIVEL STEM 316SS 15"""
9402-17242,9402-,Spare Parts-MG,TBD,,,,,"4""DIAPHRAGM VITON XOS"
9464-10927,9464-,Spare Parts-MG,TBD,,,,,"SPINDLE DIAPHRAGM .010""FE"
9740-10051-16OZ,9740-,Spare Parts-MG,TBD,,,,,RED UNITY OIL SG=1.0 16OZ
248-10,248-1,Spare Parts-MG,TBD,,,,,"3""-150# FLANGE GASKET - N"
508101 YF07711A,50810,In-House Repairs,TBD,,,,,IHPR SERV 94XXX BREATHER
9402-17260,9402-,Spare Parts-MG,TBD,,,,,"8""DIAPHRAGM XOS TEF/.005"
9631-11735,9631-,Spare Parts-MG,TBD,,,,,"6"" HANDLE 316SS"
9402-17243,9402-,Spare Parts-MG,TBD,,,,,"4"" XOS-DIAP .005""PFA TEFL"
SP608-A36,SP608,Spare Parts-MG,TBD,,,,,"SP608-A 1/8""GORTEX 36"" LO"
680-580,680-5,Spare Parts-MG,TBD,,,,,"LOAD WHT 23.375X1/2"" STL"
B158834,B1588,Omnitrol Spare Parts,TBD,,,,,MICRO SWITCH #MT-4RV22-A2
666-711,666-7,Spare Parts-MG,TBD,,,,,"SPACER 304SS 7/8""D|.12""|5"
9712-10130-2B,9712-,Spare Parts-MG,TBD,,,,,SIGHT/GLASS/TUBE 5/8D X 1
9716-11711,9716-,Spare Parts-MG,TBD,,,,,"8"" EXT/SEN STEM GUIDE + 2"
SP354-WJ,SP354,Spare Parts-MG,TBD,,,,,O-RING #2-474 VITON
121259,12125,Spare Parts-MG,TBD,,,,,PLC 8POS INPUT 120VAC 2-C
530-760,530-7,Spare Parts-MG,TBD,,,,,"10"" COVER GASKET N8090"
680-677-6005,680-6,Spare Parts-MG,TBD,,,,,VAC/FRP/REPL/WGHTS WA0020
9411-10746,9411-,Spare Parts-MG,TBD,,,,,"10"" DIAPHGRAM BUNA/NYL .0"
SP519B-VO,SP519,Spare Parts-MG,TBD,,,,,O-RING #2-454 TEF ENCAP S
851786-025,85178,Spare Parts-MG,TBD,,,,,"6"" BUNA""N"" DIAPHRAGM"
9421-12770,9421-,Spare Parts-MG,TBD,,,,,"36"" XOS BACK-UP DISC N-80"
852860-004,85286,Spare Parts-MG,TBD,,,,,"3""VAC SEAT GASKET GPTFE"
9432-10476,9432-,Spare Parts-MG,TBD,,,,,"DESICCANT,INDICATING BLUE"
9402-16071,9402-,Spare Parts-MG,TBD,,,,,"SIDE GUIDE,F/4"" VAC PAL,3"
LA220-4337,LA220,Spare Parts-MG,TBD,,,,,"3"" VAC COVER GASKET TN900"
9230-10427,9230-,Spare Parts-MG,TBD,,,,,140 FT 304SS GUIDE WIRE
